id,codigo,tipo_equipamento,fabricante,modelo,numero_serie,patrimonio,status,unidade_id,local_atual_nome,cliente_atual,observacoes,contador_mono,contador_color,data_cadastro,ativo
931,RCH-IMP-000420,impressora,Oki,OKI ES8473,al59010708,,ativo,,Santa Casa de São Roque,,,41532,217380,2026-06-17 11:50:06,1
932,RCH-IMP-000421,impressora,Epson,EPSON L3110,x5eu298085,,ativo,,Hospital do Homem,,,0,0,2026-06-17 11:50:06,1
933,RCH-IMP-000422,impressora,Epson,EPSON L3150,x5evb86337,,ativo,,R10 - SP,,,36874,0,2026-06-17 11:50:06,1
934,RCH-IMP-000423,impressora,Oki,OKI C711,al27043258,,ativo,,Mercadão Enseada,,,19334,50776,2026-06-17 11:50:06,1
935,RCH-IMP-000424,impressora,Hp,HP M428,brdspd00j0,,ativo,,R10 - SP,,,218507,0,2026-06-17 11:50:06,1
936,RCH-IMP-000425,impressora,Oki,OKI ES8473,,,ativo,,Francisco Morato,,,0,0,2026-06-17 11:50:06,1
937,RCH-IMP-000426,impressora,Oki,OKI ES8473,AL59010698,,ativo,,Deposito,,,4822,364792,2026-06-17 11:50:06,1
938,RCH-IMP-000427,impressora,Hp,HP M4103,brbstbf055,,ativo,,AES São Bernado,,,0,0,2026-06-17 11:50:06,1
939,RCH-IMP-000428,impressora,Hp,HP M4103,brbstbg018,,ativo,,Porsche Naçoes Unidas,,,0,0,2026-06-17 11:50:06,1
940,RCH-IMP-000429,impressora,Hp,HP M4103,,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:06,1
941,RCH-IMP-000430,impressora,Oki,OKI ES5112,,,ativo,,R10 - SP,,Queimou,0,0,2026-06-17 11:50:06,1
942,RCH-IMP-000431,impressora,Oki,OKI C711,ak5c019349,,ativo,,Mercadão de Santos,,,5109,40133,2026-06-17 11:50:06,1
943,RCH-IMP-000432,impressora,Oki,OKI C711,,,ativo,,R10 - SP,,Apresentando erro,0,0,2026-06-17 11:50:06,1
944,RCH-IMP-000433,impressora,,MC573,ak97019059,,ativo,,Humana Ibirapuera,,,8856,31253,2026-06-17 11:50:06,1
945,RCH-IMP-000434,impressora,Hp,HP 4303,,,ativo,,R10,,,0,0,2026-06-17 11:50:06,1
946,RCH-IMP-000435,impressora,Oki,OKI ES4172,ak75042874,,ativo,,Humana Ibirapuera,,,135752,0,2026-06-17 11:50:06,1
947,RCH-IMP-000436,impressora,Oki,OKI C711,,,ativo,,Hospital de Arraial,,,0,0,2026-06-17 11:50:06,1
948,RCH-IMP-000437,impressora,Oki,OKI C711,ak4b033786,,ativo,,Hospital Geral de Arraial do Cabo,,,1878,99264,2026-06-17 11:50:06,1
949,RCH-IMP-000438,impressora,Oki,OKI ES5112,ak95000553,,ativo,,Samir - Cachoeira Paulista,,Bandeja atolada,27197,0,2026-06-17 11:50:06,1
950,RCH-IMP-000439,impressora,Epson,EPSON L3250,xaabt51657,,ativo,,AES São Bernado,,,0,0,2026-06-17 11:50:06,1
951,RCH-IMP-000440,impressora,Oki,OKI ES8473,AL6A044685,,ativo,,Hospital Nazaré Saquarema,,,318,49726,2026-06-17 11:50:06,1
952,RCH-IMP-000441,impressora,Hp,HP M479,,,ativo,,R10 - SP,,Impressora apresentando barulho,0,0,2026-06-17 11:50:06,1
953,RCH-IMP-000442,impressora,Hp,HP M479,cncrq1fotl,,ativo,,Humana Verbo Divino,,,17266,49325,2026-06-17 11:50:06,1
954,RCH-IMP-000443,impressora,Oki,OKI C711,ak98003357,,ativo,199,RENCH - Estoque,,,8659,30782,2026-06-17 11:50:06,1
955,RCH-IMP-000444,impressora,Oki,OKI ES5112,ak95020424,,ativo,,Samir - Itapevi,,,73313,0,2026-06-17 11:50:06,1
956,RCH-IMP-000445,impressora,Oki,OKI ES8473,al59010698,,ativo,,Samir - Itapevi,,,4822,364792,2026-06-17 11:50:06,1
957,RCH-IMP-000446,impressora,Oki,OKI C711,ak76043073,,ativo,,Samir - Itapevi,,,1293,2980,2026-06-17 11:50:06,1
958,RCH-IMP-000447,impressora,Oki,OKI C711,ak91009765,,ativo,,Mercadão Praia Grande,,,330,21500,2026-06-17 11:50:06,1
959,RCH-IMP-000448,impressora,Oki,OKI C711,,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:06,1
960,RCH-IMP-000449,impressora,Epson,EPSON L3250,xaabg09973,,ativo,,R10 - SP,,Não Puxa Papel,0,0,2026-06-17 11:50:06,1
961,RCH-IMP-000450,impressora,Oki,OKI ES5112,ak95004672,,ativo,,Samir - Cachoeira Paulista  RX,,,64257,0,2026-06-17 11:50:06,1
962,RCH-IMP-000451,impressora,Oki,OKI ES5112,ak78012602,,ativo,,Samir - Cachoeira Paulista  Laudo,,,177730,0,2026-06-17 11:50:06,1
963,RCH-IMP-000452,impressora,Oki,OKI ES5112,ak7b032342,,ativo,,Samir - Cachoeira Paulista  Backup,,,71043,0,2026-06-17 11:50:06,1
964,RCH-IMP-000453,impressora,Oki,OKI C711,ak94014019d0,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:06,1
965,RCH-IMP-000454,impressora,Hp,HP M4103,brbstdb0g5,,ativo,,Porsche Naçoes Unidas,,,0,0,2026-06-17 11:50:06,1
966,RCH-IMP-000455,impressora,Oki,OKI ES5112,bw02001068,,ativo,,R10 - SP,,Problema no fusor,9076,0,2026-06-17 11:50:06,1
967,RCH-IMP-000456,impressora,Oki,OKI C711,ak9b000031d0,,ativo,,R10 - SP,,Problema no led,0,0,2026-06-17 11:50:06,1
968,RCH-CPU-000001,desktop,Dell,Dell Optilplex 3050,db6r9r2,,ativo,,Hosp Dia São Matheus AES,,,0,0,2026-06-17 11:50:06,1
969,RCH-CPU-000002,desktop,Hp,HP ProDesk 400,brj708cyvf,,ativo,,HISA,,,0,0,2026-06-17 11:50:06,1
970,RCH-CPU-000003,desktop,Dell,Dell Optilplex 3020,d45d342,,ativo,,Saquarema - Samir,,,0,0,2026-06-17 11:50:06,1
971,RCH-CPU-000004,desktop,Dell,Dell Optilplex 3010,c09v2v1,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:06,1
972,RCH-SRV-000001,servidor,Supermicro,Super Micro,cse-512 abc-03,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:06,1
973,RCH-NOT-000001,notebook,Dell,Dell E5440,8dzr442,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:06,1
974,RCH-NOT-000002,notebook,Lenovo,Lenovo Tp -T430,,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:06,1
975,RCH-NOT-000003,notebook,Lenovo,Lenovo Bs145,pe0773pm,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:06,1
976,RCH-CPU-000005,desktop,Hp,HP Compaq 8100,brg118fn49,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:06,1
977,RCH-CPU-000006,desktop,Hp,HP Compaq 8100,brg203f8z5,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:06,1
978,RCH-CPU-000007,desktop,Hp,HP Compaq 8100,brg246f5qc,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:06,1
979,RCH-CPU-000008,desktop,Hp,HP Compaq 8100,brg118f8mg,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:06,1
980,RCH-CPU-000009,desktop,Hp,HP Compaq 8100,brg120fqtn,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:06,1
981,RCH-CPU-000010,desktop,Hp,HP ProDesk 400,brj708cypp,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:06,1
982,RCH-CPU-000011,desktop,Lenovo,LENOVO Gc7,11c1vz0,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:06,1
983,RCH-SRV-000002,servidor,Hp,HPE ProLiant,brc7038k92,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:06,1
984,RCH-CPU-000012,desktop,Hp,HP Compaq 8100,brg246f3hd,,ativo,,Ama Prates - Pacs,,,0,0,2026-06-17 11:50:06,1
985,RCH-NOT-000004,notebook,Dell,Dell Latitude E74,6x6lz1,,ativo,,R10 - SP,,Apresentando Barulho estranho,0,0,2026-06-17 11:50:06,1
986,RCH-SRV-000003,servidor,,PX 300 P11,gm03nbrn0010b0x,,ativo,,P.A Macedonia,,,0,0,2026-06-17 11:50:06,1
987,RCH-CPU-000013,desktop,Hp,HP Compaq 8100,brg118fnfr,,ativo,,Ama Prates - consultorio 1,,,0,0,2026-06-17 11:50:06,1
988,RCH-CPU-000014,desktop,Dell,Dell Optilplex 790,200,,ativo,,R10 - SP,,Queimou,0,0,2026-06-17 11:50:06,1
989,RCH-CPU-000015,desktop,Dell,Dell Optilplex 3020,jlc3542,,ativo,,RD - Hosp da Criança e ado. GRU,,Falta de espaço interno para expansão de HD,0,0,2026-06-17 11:50:06,1
990,RCH-MON-000001,monitor,Dell,Monitor Dell Dp port,BR03VWMX,,ativo,,Vera Cruz - Sala nova de Rx,,,0,0,2026-06-17 11:50:06,1
991,RCH-CPU-000016,desktop,Lenovo,Lenovo ThinkCentre M82,mj84p1t,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:06,1
992,RCH-SRV-000004,servidor,,Forttreck,,,ativo,,Pq Novo Sto Amaro,,,0,0,2026-06-17 11:50:06,1
993,RCH-CPU-000017,desktop,Hp,HP Compaq 8100,brg047gb34,,ativo,,Ama Prates - consultorio 2,,,0,0,2026-06-17 11:50:06,1
994,RCH-CPU-000018,desktop,Hp,HP Compaq 8100,brg023frjq,,ativo,,P.S Barra Funda,,,0,0,2026-06-17 11:50:06,1
995,RCH-CPU-000019,desktop,Hp,HP Compaq 8100,brg143f635,,ativo,,P.S Barra Funda,,,0,0,2026-06-17 11:50:06,1
996,RCH-CPU-000020,desktop,Hp,HP Compaq 8100,brg027flcl,,ativo,,P.S Barra Funda,,,0,0,2026-06-17 11:50:06,1
997,RCH-CPU-000021,desktop,Hp,HP Compaq 8100,brg118fnn4,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:06,1
998,RCH-SRV-000005,servidor,,Forttreck,,,ativo,,Pq Fernanda,,240ssd - 4tb HD,0,0,2026-06-17 11:50:06,1
999,RCH-CPU-000022,desktop,Dell,Dell Optilplex 3050,2rsmvn2,,ativo,,Amparo,,240 ssd,0,0,2026-06-17 11:50:06,1
1000,RCH-CPU-000023,desktop,Dell,Dell Optiplex 3040,79b5md2,,ativo,,R10 - SP,,Maquina lenta,0,0,2026-06-17 11:50:06,1
1001,RCH-SRV-000006,servidor,,Forttreck,230316846901735,,ativo,,Samir - Guarulhos HMU,,240ssd - 4tb hd,0,0,2026-06-17 11:50:06,1
1002,RCH-CPU-000024,desktop,,Modelo não informado,0df8n1,,ativo,,RD,,240 ssd,0,0,2026-06-17 11:50:06,1
1003,RCH-SRV-000007,servidor,,Forttreck,230316846901060,,ativo,,Ama Capão,,240ssd - 2tb HD,0,0,2026-06-17 11:50:07,1
1004,RCH-CPU-000025,desktop,Hp,HP Compaq 8100,brg118fn9n,,ativo,,Vila Dirce,,,0,0,2026-06-17 11:50:07,1
1005,RCH-SRV-000008,servidor,,Forttreck,230316846901730,,ativo,,JD Angela,,240ssd - 2 tb HD,0,0,2026-06-17 11:50:07,1
1006,RCH-CPU-000026,desktop,Hp,HP Compaq 8100,brg118fnfq,,ativo,,RD - Hosp da Criança e ado. GRU,,,0,0,2026-06-17 11:50:07,1
1007,RCH-NOT-000005,notebook,,Notebook - Vostro 14,4nhrl73,,ativo,,R10 - SP,,Maquina lenta,0,0,2026-06-17 11:50:07,1
1008,RCH-NOT-000006,notebook,Lenovo,Notebook - Lenovo 82HB,PE0773PM,,ativo,,Chacara Santana,,,0,0,2026-06-17 11:50:07,1
1009,RCH-CPU-000027,desktop,Hp,HP Compaq 8100,brg1185l58,,ativo,,Americana,,,0,0,2026-06-17 11:50:07,1
1010,RCH-NOT-000007,notebook,Dell,Dell-Latitude E6440,5tgd342,,ativo,,R10 - SP,,240 ssd - 8gb ram - I5,0,0,2026-06-17 11:50:07,1
1011,RCH-CPU-000028,desktop,Dell,Dell Optilplex 3010,1rsd8s1,,ativo,,Hosp Nelson Sales US - RJ,,240 ssd - 8gb ram - I5,0,0,2026-06-17 11:50:07,1
1012,RCH-NOT-000008,notebook,Dell,Dell-Latitude E7440,djlj342,,ativo,,R10 - SP,,120 ssd - 8gb ram - i5,0,0,2026-06-17 11:50:07,1
1013,RCH-NOT-000009,notebook,Dell,Dell-Latitude E7440,4jk0nz1,,ativo,,R10 - SP,,240 ssd - 8gb ram - I5,0,0,2026-06-17 11:50:07,1
1014,RCH-SRV-000009,servidor,,Forttreck,230316846900220,,ativo,,Samir - Espirito Santo,,240 ssd - 16gb ram - I5,0,0,2026-06-17 11:50:07,1
1015,RCH-SRV-000010,servidor,Dell,Dell-EMC,94fhsy2,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:07,1
1016,RCH-CPU-000029,desktop,Hp,HP ProDesk 400,brj432plt,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:07,1
1017,RCH-CPU-000030,desktop,Dell,Dell Optplex 7010,jrjb6w1,,ativo,,URSI Santana/Jaçanã Samir,,,0,0,2026-06-17 11:50:07,1
1018,RCH-CPU-000031,desktop,Lenovo,Lenovo Bs145,71y3516,,ativo,,URSI Santana/Jaçanã Samir,,120 ssd - 8gb ram - i5,0,0,2026-06-17 11:50:07,1
1019,RCH-NOT-000010,notebook,Dell,Dell - Latitude 3410,5qxz0d3,,ativo,,Hora Certa Campo Limpo,,,0,0,2026-06-17 11:50:07,1
1020,RCH-NOT-000011,notebook,Dell,Dell E5440,27144415369,,ativo,,Aes São Bernado Clinica RR,,240 ssd 8gb ram i5,0,0,2026-06-17 11:50:07,1
1021,RCH-IMP-000457,impressora,OKI,C711,al5a022601,,ativo,176,Mercadão Itanhaem,,,1124,14378,2026-06-19 13:21:39,1
